text,is_job,confidence,reason,channel,date,message_id,processed_at
"🖥 Website To Learn Programming & Data Analytics 

1. Learn HTML :- html.com
2. Learn CSS :- css-tricks.com
3. Learn Tailwind CSS :- tailwindcss.com
4. Learn JavaScript :- imp.i115008.net/mgGagX
5. Learn Bootstrap :- getbootstrap.com
6. Learn DSA :- t.me/dsabooks
7. Learn Git :- git-scm.com
8. Learn React :- react-tutorial.app
9. Learn API :- rapidapi.com/learn
10. Learn Python :- t.me/pythondevelopersindia
11. Learn SQL :- t.me/sqlspecialist
12. Learn Web3 :- learnweb3.io
13. Learn JQuery :- learn.jquery.com
14. Learn ExpressJS :- expressjs.com
15. Learn NodeJS :- nodejs.dev/learn
16. Learn MongoDB :- learn.mongodb.com
17. Learn PHP :- phptherightway.com/
18. Learn Golang :- learn-golang.org/
19. Learn Power BI :- t.me/powerbi_analyst
20. Learn Data Analytics:- http://t.me/learndataanalysis
21. Learn Excel:- http://t.me/excel_data

Join for more free resources: https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X


ENJOY LEARNING 👍👍",True,0.6313600739626871,ML prediction: job (confidence: 0.63),codingmaster52,2025-12-18 14:02:04,4879,2026-01-17 10:06:40.714000
"📢 *🔥 New Job Opportunities Available!*  

1️⃣ *Flutter Developer*  
🔗 https://gfgcdn.com/tu/WC9/

2️⃣ *Backend Developer*  
🔗 https://gfgcdn.com/tu/WD0/

3️⃣ *Consultant*  
🔗 https://gfgcdn.com/tu/WD1/

4️⃣ *Sales Executive*  
🔗 https://gfgcdn.com/tu/WD2/

5️⃣ *Magento Developer*  
🔗 https://gfgcdn.com/tu/WD3/

6️⃣ *SEO Executive*  
🔗 https://gfgcdn.com/tu/WD4/

7️⃣ *Data Analyst*  
🔗 https://gfgcdn.com/tu/WD5/

8️⃣ *Data Engineer Specialist*  
🔗 https://gfgcdn.com/tu/WD6/

📌 *Browse All Jobs Here:*  
🔗 https://gfgcdn.com/tu/WC8/

📨 *Apply now or forward to someone who needs it!*  

💬 *Tap ❤️ if this was helpful!*",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-12-18 12:37:15,4878,2026-01-17 10:06:40.758000
"Kredily is hiring Android Developer 

For 2021, 2022, 2023, 2024 gards
Location: Bangalore 

https://www.linkedin.com/jobs/view/4328061866/",True,0.8360315253236871,ML prediction: job (confidence: 0.84),codingmaster52,2025-12-17 14:41:23,4877,2026-01-17 10:06:40.839000
"Build & Deploy a Stunning Animated Portfolio using React & Tailwind 🤩

Must Watch 👇🏻 

https://youtu.be/hXlUgBDhdLc?si=84ddDCD4vykkzn9u",False,0.6583607120957942,ML prediction: not a job (confidence: 0.66),codingmaster52,2025-12-16 11:33:04,4876,2026-01-19 21:33:12.741000
"Company Name: IBM
Role: Backend Internship
Batch: 2026/27 passouts
Link: https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=62243

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-12-15 12:44:37,4875,2026-01-19 21:37:11.856000
"Capgemini Hiring Software Engineer:

Experience: 1+ Years

Salary: 5.5 LPA
Location: Coimbatore

Apply Link: https://careers.capgemini.com/job/Coimbatore-Software-Engineer/1275036201/

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-12-15 12:44:22,4874,2026-01-17 10:06:41.136000
"Amazon is hiring for Multiple Roles 

For 2021, 2022, 2023, 2024, 2025 grads

https://www.linkedin.com/posts/aniraj001_hiring-amazon-activity-7402942426170064897-bI4F?utm_source=share&utm_medium=member_android&rcm=ACoAADcYLRgBJmsLNWvacCtmAInFWe0W5S4QEzg

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.7579104147310144,ML prediction: job (confidence: 0.76),codingmaster52,2025-12-06 12:22:59,4873,2026-01-17 10:06:41.211000
"Oracle is hiring Software Developer I 

For 2022, 2023, 2024, 2025 grads
Location: Bangalore

https://eeho.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/jobsearch/job/315840

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-22 13:13:28,4872,2026-01-17 10:06:41.259000
"𝐌𝐢𝐜𝐫𝐨𝐬𝐨𝐟𝐭 𝐈𝐧𝐭𝐞𝐫𝐧𝐬𝐡𝐢𝐩
Position: Software Engineering Intern
Qualifications: Bachelor's/ Master’s Degree
Experience: Freshers
Location: Bangalore, India

📌Apply Link: https://apply.careers.microsoft.com/careers/job/1970393556625300?domain=microsoft.com&hl=en

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-22 13:12:50,4871,2026-01-17 10:06:41.300000
"IBM is hiring 
Position: Data Engineer
Qualifications: Bachelor’s/ Master’s Degree
Experience: Entry Level
Location: Bangalore; Pune, India

📌Apply Now: https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=72182&source=WEB_Search_INDIA

https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=72186&source=WEB_Search_INDIA

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-21 14:03:02,4870,2026-01-19 21:33:12.953000
"🔥 Adobe Hiring Drive is LIVE — Check Your Eligibility!

AccioJob is conducting an exclusive hiring drive with Adobe for Tech Apprentice roles. If you're eligible, this is your cue to move fast!

💰 CTC: ₹6–7 LPA
📍 Work Location: Bangalore (Onsite)

Eligibility:
* MCA (2023, 2024 & 2025)
* BTech (2023 & 2024)

Apply Now:
* MCA: https://go.acciojob.com/XB3u3X
* BTech: https://go.acciojob.com/zHwmnw",True,0.8408162654707817,ML prediction: job (confidence: 0.84),codingmaster52,2025-11-19 14:45:38,4869,2026-01-17 10:06:41.401000
"Ryan is hiring!
Role: Engineer I Full Stack
Salary: competitive 
Location: Hyderabad 
Apply here:
https://devsunite.com/jobs/cSoP4aOEhTZtmlJk7UW9

Frontera is hiring!
Role: Full Stack is hiring!
Salary: competitive 
Location: Bangalore 
Apply here:
https://devsunite.com/jobs/SlN0cCvNWhuVZRu6OZPj

Blenheim Chalcot is hiring!
Role: Associate Data Engineer 
Salary: competitive 
Location: Mumbai 
Apply here:
https://devsunite.com/job/691c63e30017c87830b6?tag=norm

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-19 14:42:07,4868,2026-01-17 10:06:41.444000
"Adobe Hiring 2026 intern

https://careers.adobe.com/us/en/job/ADOBUSR162130EXTERNALENUS/Er-2026-Intern-Research-Scientist-Engineer

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-16 13:19:48,4867,2026-01-17 10:06:41.594000
"Build a Real-Time Live Streaming App in React JS 🤩

Watch Full Tutorial 👇🏻 

https://youtu.be/DY6gWc8SAoc?si=BD47sGzl8AXbLR2L",False,0.695259262820432,ML prediction: not a job (confidence: 0.70),codingmaster52,2025-11-16 12:02:53,4865,2026-01-17 10:06:41.668000
"5 Mini JavaScript Projects for Beginners 🔥 

Must Watch 👇🏻 

https://youtu.be/cBh3ugftH-U?si=oLh7-XrRQoW0cyA3",False,0.6478607120957942,ML prediction: not a job (confidence: 0.65),codingmaster52,2025-11-14 12:03:36,4862,2026-01-17 10:06:41.746000
"📌Intuit is hiring for Software Engineer 1 
Experience: 0 - 2 year's
Expected Salary: 20-35 LPA
Apply here: https://jobs.intuit.com/job/-/-/27595/88105818816

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-08 13:10:52,4861,2026-01-17 10:06:41.824000
"Google is hiring Software Engineer 

For 2021, 2022, 2023, 2024, 2025 grads

https://www.linkedin.com/posts/sparsh-dalmia-674b4a85_google-india-referral-form-share-7392145831308660736-pbBU?utm_source=share&utm_medium=member_android&rcm=ACoAADcYLRgBJmsLNWvacCtmAInFWe0W5S4QEzg

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-06 15:27:38,4860,2026-01-17 10:06:41.862000
"Radise India is hiring!
Role: Software Engineer I 
Salary: 6-12 LPA
Location: Hyderabad 
Experience: 0 years 
Apply here:
https://devsunite.com/jobs/3pZZ8HXiIaOrCN5L1Dp6

Atlys is hiring!
Role: Fullstack Engineering intern
Salary: 2-4 LPA
Location: India
Experience: 0 years 
Apply here:
https://devsunite.com/jobs/SnvKOueCzOheUXh0PkTS

Lowe's is hiring!
Role: Associate Software Engineer 
Salary: 8-14 LPA
Location: Bangalore 
Experience: 0 years 
Apply here:
https://devsunite.com/job/690ad6940036ed9f4a56?tag=norm

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-06 15:26:14,4859,2026-01-17 10:06:41.982000
"React 19.2 is Mind Blowing 🤩

New Features in React 19.2 🔥

Watch Now 👇🏻

https://youtu.be/-_E5woMXpVg?si=q-SNyd6jelerdbC2",False,0.7130023705898556,ML prediction: not a job (confidence: 0.71),codingmaster52,2025-11-06 12:02:59,4856,2026-01-17 10:06:42.047000
"The Complete Freelancing Beginner's Guide | Crash Course 🔥

Watch Full Tutorial 👇🏻 

https://youtu.be/lhoBGGgIWXU?si=iVmWu0hDh6B3vFtN",False,0.9,"Contains non-job keywords, no job keywords",codingmaster52,2025-11-04 12:05:08,4854,2026-01-17 10:06:42.161000
"Master React JS by Building 10 React JS Projects 🤩

Must Watch 👇🏻 

https://youtu.be/B6cAm4AhaNE?si=cLKAUJe4SPFcel39",False,0.7129497390109081,ML prediction: not a job (confidence: 0.71),codingmaster52,2025-11-02 12:02:32,4852,2026-01-17 10:06:42.257000
"Swipe is hiring!
Role: Full stack Intern
Salary: 3-5 LPA
Location: India
Experience: 0 years 
Apply here:
https://devsunite.com/jobs/4Qeowg47sHbpVt8XK4rX

Unsiloed is hiring!
Role: AI data intern
Salary: competitive 
Experience: 0 years 
Location: India
Apply here:
https://devsunite.com/jobs/JWTNRrhSZE4D28qsIh7j

RoboMQ is hiring!
Role: Associate Software Engineer 
Salary: 5-12 LPA
Location: Jaipur 
Experience: 0 years 
Apply here:
https://devsunite.com/job/690583690006aa9fb940?tag=norm

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-11-01 13:25:19,4851,2026-01-17 10:06:42.296000
"Uplers is hiring!
Role: Full Stack Developer 
Salary: competitive 
Location: Pune
Apply here:
https://platform.uplers.com/talent/all-opportunities/HR071025171105?source=QjUrdnIycXlLTUlIaXlBeTR3Rmcrdz09&src=Auto-Linkedin

Yahoo is hiring!
Role: Software Engineer II
Salary: competitive 
Location: Remote
Apply here:
https://ouryahoo.wd5.myworkdayjobs.com/en-US/careers/job/India/Software-Engineer-II--Yahoo-Mail_JR0026626?source=LinkedIn

UPS is hiring!
Role: Lead Application Developer 
Salary: competitive 
Location: Chennai 
Apply here:
https://www.jobs-ups.com/imea/fr/job/UPBUPSGLOBALR25007618EXTERNALFRIMEA/Lead-Application-Developer-Java-Full-Stack

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-29 15:44:17,4850,2026-01-17 10:06:42.337000
"Rupeek is hiring!
Role: Software Development Engineer I 
Salary: 10-16 LPA
Location: Bangalore 
Experience: 0 years 
Apply here:
https://devsunite.com/jobs/EfOBG0UWC6omsi0MS7nV

Harness is hiring!
Role: Software Engineer UI
Salary: 20-30 LPA
Location: Bangalore 
Experience: 0 years 
Apply here:
https://devsunite.com/jobs/a8vXUDx7dwK6j9PVEwSD

Stashfin is hiring!
Role: Frontend Development Interns
Salary: 2-4 LPA
Location: India
Experience: 0 years 
Apply here:
https://devsunite.com/job/68fb6fd500334c834f76?tag=norm

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-25 13:41:21,4849,2026-01-17 10:06:42.396000
"✨ Happy Diwali! ✨
Wishing you and your family a Diwali filled with happiness, health, and endless prosperity.
May this festival of lights bring new beginnings, positive energy, and success into your life.

🪔 Let’s celebrate with joy, kindness, and togetherness.

Happy Diwali to everyone! 🎆🌟",False,0.9133173455463215,ML prediction: not a job (confidence: 0.91),codingmaster52,2025-10-20 01:20:07,4848,2026-01-17 10:06:42.493000
"How to Build Industry-Level FullStack Projects 😱

Complete Guide 👇

https://youtu.be/XVlt3ffyhoU?si=7Vf32zSjg_z_Tv9C",False,0.6883167560518383,ML prediction: not a job (confidence: 0.69),codingmaster52,2025-10-18 13:18:20,4846,2026-01-17 10:06:42.576000
"👨‍💻 Google Hiring Freshers – Associate Product Manager, University Graduate, 2026 Start

📍 Location: Bangalore / Hyderabad / Gurgaon / Mumbai
🎓 Qualification: Bachelor's Degree
💼 Experience: Early Career
💰 CTC: 3 - 10 LPA (Glassdoor)

🔗 Apply Now: https://www.fresheroffcampus.com/google-off-campus-hiring-fresher/

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-17 10:14:16,4845,2026-01-17 10:06:42.704000
"🚀 We’re Hiring: Full Stack Developer!

Hey everyone! 👋
Our agency is looking for a skilled Full Stack Developer to join our team. If you’re passionate about building modern web apps and enjoy working on creative projects - we’d love to connect!

📩 If you’re interested or know someone who fits, then Message me!",False,0.621171942220941,ML prediction: not a job (confidence: 0.62),codingmaster52,2025-10-12 13:07:55,4844,2026-01-17 10:06:42.777000
"IBM is hiring 
Position: Software Developer
Qualification: Bachelor's/ Master's Degree
Experience: Freshers/ Experienced
Location: Bangalore, India (Hybrid)

📌Apply Link: https://ibmglobal.avature.net/en_US/careers/JobDetail?jobId=49781&source=WEB_Search_INDIA

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-12 11:35:36,4843,2026-01-17 10:06:42.816000
"Uber is hiring Software Engineer 

For 2020, 2021, 2022, 2023 gards

https://www.linkedin.com/posts/connect1arpit_my-team-at-uber-is-hiring-weve-got-2-open-activity-7382006403147935744-k0Dg?utm_source=share&utm_medium=member_android&rcm=ACoAADcYLRgBJmsLNWvacCtmAInFWe0W5S4QEzg

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-10 05:07:42,4842,2026-01-17 10:06:42.860000
"Unacademy is hiring SDE (Backend Developer)

For 2023, 2024, 2025 grads
Location: Bangalore

https://docs.google.com/forms/d/e/1FAIpQLSewovcb3rC_m7y-tInRrwxUpbPkelboanBdBZFVlnJNa1z6tg/viewform

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-08 13:39:49,4841,2026-01-17 10:06:42.900000
"Anthology is hiring!
Position: Associate Software Engineer
Qualifications: Bachelor’s degree
Salary: 5 - 8 LPA (Expected)
Experience: 0 - 2 (Years)
Location: Chennai; Bangalore, India (Hybrid/ Remote)
﻿
📌Apply Now: https://careers.anthology.com/jobs/16734891-associate-software-engineer-ii

https://careers.anthology.com/jobs/16835484-associate-software-engineer-i

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-05 04:51:07,4840,2026-01-17 10:06:42.937000
"Infosys is hiring!
Position: Business Analyst
Qualification: Bachelor's/ Master’s Degree
Salary: 6.3 LPA (Expected)
Experienc﻿e: Experienced
Location: PAN India

📌Apply Now: https://career.infosys.com/jobdesc?jobReferenceCode=INFSYS-EXTERNAL-227267&sourceId=1

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-03 13:38:18,4839,2026-01-17 10:06:43.030000
"Nike is hiring Software Engineer 

For 2021, 2022, 2023, 2024 gards
Location: Karnataka 

https://careers.nike.com/software-engineer-i-reliability-engineering-itc/job/R-68727

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-10-02 13:52:55,4838,2026-01-17 10:06:43.260000
"PhonePe hiring Software Engineer
Experience : 1 to 3 yrs

Apply now!
https://boards.greenhouse.io/embed/job_app?token=6671811003&gh_src=961e65dc3us

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-09-27 11:49:45,4837,2026-01-17 10:06:43.311000
"Paasa is hiring Full Stack Intern

For 2026, 2027 grads
Location: Gurugram

https://www.ycombinator.com/companies/paasa/jobs/tIBYW2k-fullstack-intern

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-09-27 11:48:37,4836,2026-01-17 10:06:43.354000
"Amadeus is hiring Software Engineer
For 2021, 2022, 2023, 2024, 2025 grads
Location: Pune
https://amadeus.wd3.myworkdayjobs.com/jobs/job/Pune/Software-Development-Engineer_R29801

Emerson is hiring!
Position: Staff Software Engineer - Python
Qualifications: B.E/ B.Tech/ M.E/ M.Tech/ MCA
Salary: 5 - 10 LPA (Expected)
Experience: Experienced
Location: Bengaluru, India (Hybrid)
https://hdjq.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/job/25026477?keyword=engineer&location=India&locationId=300000000228786&locationLevel=country&mode=location

JPMorgan is hiring!
Position: Data Analytics Analyst
Qualification: Bachelor’s Degree
Salary: 7 - 11 LPA (Expected)
Experience: Freshers/ Experienced
Location: Bangalore, India
https://jpmc.fa.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1001/jobs/preview/210669935/?keyword=Data+Analytics+Analyst+-+Python%2C+SQL%2C+Tableau%2C+Alteryx&mode=location

Visa is hiring!
Position: Software Engineer
Qualifications: Bachelor's/ Master’s degree
Salary: Up to 13 LPA (Expected)
Experience: Freshers/ Experienced
Location: Bengaluru, India
https://www.visa.co.in/en_in/jobs/REF061384W

📲 Stay Updated:

👉 WhatsApp Channel : 
https://whatsapp.com/channel/0029Vaih6rGBKfi2uujzrm0X

👉 Telegram Channel : 
https://t.me/codingmaster52

🚀 Apply now & share with your friends!",True,0.95,"Strong job signals: keywords, title, skills, application",codingmaster52,2025-09-26 13:13:41,4835,2026-01-17 10:06:43.398000
"10+ FullStack Project Ideas That Will Actually Get You Hired 🔥 

Must Watch 👇🏻 

https://youtu.be/JuFwAGOKiww?si=VVAN5naYlBn8hNPW",False,0.6963819734431427,ML prediction: not a job (confidence: 0.70),codingmaster52,2025-09-26 12:03:18,4833,2026-01-17 10:06:43.466000
